codice_appartamento,tipologia_appartamento,heating,electricity_consumption,insulation,piano,production
Mi_Po_VMN_002_condominio_00,Condominiale,0,0,0,0,"[15, 83, 87, 12, 81, 40, 70, 100, 4, 42, 7, 47, 94, 8, 35, 36, 68, 16, 32, 83, 100, 95, 44, 92, 13, 59, 53, 91, 1, 37, 96, 64, 97, 1, 57, 12, 63, 87, 82, 41, 16, 46, 46, 35, 53, 77, 77, 85, 88, 57, 66, 17, 45, 5, 12, 82, 74, 5, 82, 83, 51, 24, 36, 42, 99, 80, 53, 56, 14, 84, 87, 68, 55, 51, 14, 91, 99, 84, 24, 14, 90, 22, 88, 58, 48, 4, 29, 41, 97, 33, 42, 32, 10, 78, 60, 93, 64, 53, 10, 13, 34, 53, 70, 26, 76, 11, 91, 48, 61, 100, 44, 73, 77, 95, 45, 34, 43, 21, 51, 4, 89, 11, 77, 26, 1, 69, 28, 8, 36, 64, 93, 77, 1, 31, 10, 16, 87, 33, 8, 96, 9, 67, 87, 45, 51, 63, 28, 24, 34, 32, 29, 58, 26, 90, 4, 95, 69, 51, 84, 79, 14, 99, 61, 59, 78, 80, 34, 62, 42, 75, 57, 90, 21, 27, 84, 96, 16, 45, 48, 93, 11, 93, 33, 62, 27, 43, 83, 44, 60, 46, 83, 8, 60, 44, 2, 88, 62, 49, 77, 43, 56, 53, 67, 70, 39, 89, 64, 74, 63, 57, 28, 96, 75, 39, 76, 77, 60, 96, 74, 89, 47, 80, 14, 15, 58, 45, 2, 62, 16, 71, 63, 13, 14, 89, 59, 62, 80, 81, 27, 46, 30, 35, 59, 100, 97, 22, 80, 50, 90, 64, 32, 42, 88, 72, 82, 9, 55, 96, 20, 35, 97, 9, 81, 18, 93, 22, 98, 27, 80, 19, 19, 85, 72, 66, 50, 1, 64, 7, 72, 20, 40, 70, 100, 85, 23, 3, 69, 90, 8, 52, 25, 77, 11, 50, 9, 92, 46, 87, 73, 70, 86, 54, 45, 70, 47, 71, 99, 80, 43, 33, 29, 40, 32, 67, 44, 16, 43, 31, 96, 26, 89, 11, 85, 52, 55, 14, 3, 49, 66, 79, 17, 76, 99, 65, 72, 97, 35, 30, 52, 98, 16, 59, 65, 78, 25, 47, 41, 13, 62, 62, 12, 9, 48, 26, 70, 60, 93, 28, 49, 39, 89, 4, 61, 70, 18]"
Mi_Po_VMN_003_1_01,Commerciale,0,0,0,1,0
Mi_Po_VMN_003_1_02,Residenziale,184.9781033344633,221.67878741402563,30.050368401628536,1,0
Mi_Po_VMN_003_1_03,Commerciale,0,0,0,1,0
Mi_Po_VMN_003_2_01,Residenziale,122.36472532891743,326.83999256513084,40.3612982208929,2,0
Mi_Po_VMN_003_2_02,Residenziale,158.74140866953752,119.63542683866348,47.53335424357035,2,0
Mi_Po_VMN_003_2_03,Commerciale,0,0,0,2,0
Mi_Po_VMN_003_3_01,Commerciale,0,0,0,3,0
Mi_Po_VMN_003_3_02,Residenziale,161.81898606386704,109.0517518928833,41.204063097163264,3,0
Mi_Po_VMN_003_3_03,Residenziale,78.12212574053297,303.50260448605513,37.3373161039576,3,0
Mi_Po_VMN_003_condominio_00,Condominiale,0,0,0,0,"[44, 7, 22, 85, 15, 95, 83, 37, 79, 36, 26, 9, 66, 99, 4, 42, 18, 42, 35, 99, 34, 73, 66, 27, 88, 72, 29, 20, 46, 24, 83, 14, 64, 36, 36, 67, 76, 18, 4, 2, 47, 35, 31, 10, 34, 70, 10, 69, 82, 84, 76, 54, 68, 65, 89, 53, 54, 3, 75, 95, 9, 13, 77, 1, 24, 39, 57, 11, 2, 53, 20, 58, 99, 47, 34, 90, 37, 46, 97, 29, 76, 82, 7, 84, 37, 22, 24, 44, 8, 27, 83, 90, 63, 15, 60, 85, 11, 28, 41, 67, 8, 41, 56, 64, 69, 7, 38, 94, 26, 73, 93, 38, 13, 4, 65, 66, 97, 55, 43, 54, 35, 57, 4, 100, 94, 31, 29, 97, 8, 59, 59, 22, 95, 45, 1, 49, 54, 12, 29, 90, 86, 14, 28, 50, 55, 56, 27, 86, 73, 35, 55, 96, 40, 76, 63, 62, 12, 65, 40, 42, 78, 4, 10, 14, 2, 56, 12, 47, 61, 26, 27, 41, 48, 76, 65, 82, 65, 93, 98, 12, 40, 98, 52, 58, 93, 1, 92, 78, 82, 31, 85, 43, 55, 65, 51, 30, 77, 76, 27, 8, 53, 96, 2, 45, 62, 3, 11, 3, 77, 53, 24, 80, 46, 39, 59, 36, 54, 22, 61, 69, 18, 65, 100, 39, 95, 54, 64, 36, 40, 46, 19, 38, 45, 87, 30, 17, 99, 62, 55, 13, 56, 48, 43, 49, 39, 23, 30, 15, 26, 85, 90, 8, 80, 71, 31, 48, 35, 68, 70, 9, 41, 98, 46, 89, 97, 35, 61, 70, 27, 19, 46, 57, 7, 67, 32, 26, 60, 27, 2, 31, 42, 87, 15, 42, 20, 17, 99, 42, 22, 73, 69, 75, 22, 38, 56, 38, 14, 21, 40, 88, 91, 46, 84, 2, 12, 33, 16, 22, 79, 3, 76, 34, 69, 18, 91, 79, 67, 41, 95, 67, 3, 76, 29, 32, 68, 76, 7, 72, 52, 65, 80, 50, 49, 11, 45, 38, 78, 30, 36, 57, 55, 41, 65, 37, 41, 99, 86, 73, 26, 51, 81, 59, 7, 40, 2, 5, 6, 38, 57, 13, 69, 71, 86, 28, 98]"
Mi_Po_VMN_004_1_01,Residenziale,85.06610140021982,311.6257819909591,18.16017714742656,1,0
Mi_Po_VMN_004_1_02,Residenziale,167.56784624822026,367.9876392510186,19.80597387652205,1,0
Mi_Po_VMN_004_1_03,Commerciale,0,0,0,1,0
Mi_Po_VMN_004_2_01,Residenziale,77.39813174678142,206.64936144345648,17.805689280083485,2,0
Mi_Po_VMN_004_2_02,Residenziale,199.46519428410042,193.01274682198502,22.33823765839341,2,0
Mi_Po_VMN_004_3_01,Residenziale,124.46917839377204,354.853448874671,16.259466947506105,3,0
Mi_Po_VMN_004_3_02,Commerciale,0,0,0,3,0
Mi_Po_VMN_004_3_03,Residenziale,94.30598089387544,315.7737835272034,36.15841761452788,3,0
Mi_Po_VMN_004_condominio_00,Condominiale,0,0,0,0,"[52, 27, 6, 9, 88, 4, 9, 8, 18, 14, 43, 67, 1, 18, 30, 47, 9, 69, 78, 84, 19, 19, 23, 73, 95, 100, 21, 59, 75, 35, 91, 42, 44, 1, 80, 15, 21, 9, 93, 32, 55, 37, 59, 18, 86, 40, 3, 30, 21, 52, 14, 82, 51, 89, 97, 73, 20, 46, 50, 12, 19, 1, 10, 94, 17, 1, 37, 54, 68, 72, 84, 78, 23, 4, 95, 39, 64, 76, 32, 70, 62, 2, 91, 81, 35, 48, 45, 86, 95, 96, 9, 43, 26, 96, 96, 83, 24, 75, 58, 72, 32, 32, 89, 86, 42, 12, 46, 52, 15, 23, 75, 29, 9, 12, 83, 41, 22, 64, 42, 94, 27, 91, 66, 93, 99, 55, 99, 81, 86, 53, 33, 52, 88, 73, 56, 92, 80, 54, 75, 14, 93, 13, 49, 49, 86, 71, 57, 9, 74, 21, 55, 17, 42, 22, 77, 57, 79, 1, 13, 27, 37, 67, 5, 5, 14, 22, 1, 98, 14, 63, 90, 77, 52, 100, 3, 52, 20, 72, 74, 63, 36, 71, 69, 34, 33, 3, 68, 37, 32, 73, 1, 60, 33, 10, 27, 65, 31, 57, 79, 93, 25, 32, 99, 69, 19, 34, 100, 72, 18, 91, 24, 24, 65, 95, 39, 22, 62, 17, 44, 90, 36, 26, 27, 20, 33, 80, 34, 56, 80, 38, 60, 52, 9, 50, 52, 12, 53, 80, 60, 44, 63, 35, 4, 95, 74, 8, 88, 17, 16, 86, 25, 30, 6, 70, 81, 21, 78, 37, 87, 28, 47, 93, 36, 10, 69, 2, 44, 43, 62, 41, 23, 63, 44, 65, 91, 79, 24, 27, 36, 62, 99, 48, 48, 12, 67, 29, 93, 97, 48, 44, 98, 70, 51, 16, 91, 87, 55, 64, 48, 47, 33, 76, 29, 43, 22, 30, 35, 15, 83, 78, 74, 94, 18, 8, 78, 7, 82, 68, 3, 1, 8, 38, 64, 95, 93, 60, 4, 47, 96, 25, 41, 54, 23, 16, 85, 53, 8, 31, 19, 11, 1, 27, 96, 91, 90, 100, 93, 47, 23, 62, 21, 98, 36, 71, 97, 98, 68, 99, 46, 26, 24, 52, 25, 73, 49]"
Mi_Po_VMN_005_1_01,Commerciale,0,0,0,1,0
Mi_Po_VMN_005_1_02,Residenziale,109.01944024668728,128.00638390521542,34.62099371893325,1,0
Mi_Po_VMN_005_2_01,Commerciale,0,0,0,2,0
Mi_Po_VMN_005_2_02,Commerciale,0,0,0,2,0
Mi_Po_VMN_005_2_03,Commerciale,0,0,0,2,0
Mi_Po_VMN_005_3_01,Commerciale,0,0,0,3,0
Mi_Po_VMN_005_3_02,Residenziale,130.19770789220098,201.1001364698953,43.96238523901359,3,0
Mi_Po_VMN_005_3_03,Residenziale,170.81198287644128,109.05128984628006,43.203023791553726,3,0
Mi_Po_VMN_005_4_01,Residenziale,191.0077616469775,260.1433943718478,14.896421651137572,4,0
Mi_Po_VMN_005_4_02,Commerciale,0,0,0,4,0
Mi_Po_VMN_005_4_03,Commerciale,0,0,0,4,0
Mi_Po_VMN_005_5_01,Residenziale,171.23576141230427,183.7705519538518,10.754874179314982,5,0
Mi_Po_VMN_005_5_02,Commerciale,0,0,0,5,0
Mi_Po_VMN_005_condominio_00,Condominiale,0,0,0,0,"[86, 91, 32, 38, 32, 11, 96, 95, 64, 34, 58, 47, 20, 12, 45, 65, 65, 6, 98, 33, 34, 77, 94, 80, 37, 100, 88, 38, 25, 1, 3, 57, 8, 42, 65, 16, 87, 93, 31, 44, 58, 68, 37, 31, 30, 19, 24, 87, 86, 54, 7, 2, 65, 24, 93, 33, 47, 17, 15, 46, 33, 41, 74, 100, 37, 31, 35, 86, 66, 49, 59, 46, 59, 13, 59, 86, 49, 1, 55, 58, 10, 60, 97, 7, 98, 61, 54, 23, 8, 87, 35, 34, 11, 89, 63, 62, 50, 37, 63, 88, 46, 62, 71, 3, 98, 12, 71, 39, 43, 55, 92, 49, 10, 11, 62, 39, 43, 32, 77, 91, 12, 80, 57, 56, 40, 66, 26, 4, 94, 19, 33, 7, 13, 35, 18, 50, 86, 42, 43, 87, 29, 84, 40, 83, 3, 49, 60, 60, 58, 36, 56, 56, 50, 79, 27, 7, 25, 77, 20, 36, 85, 51, 20, 52, 83, 30, 69, 67, 97, 17, 88, 17, 56, 97, 63, 90, 27, 65, 51, 16, 25, 58, 58, 66, 98, 71, 50, 34, 41, 35, 48, 16, 15, 55, 62, 81, 9, 55, 9, 62, 47, 10, 48, 11, 53, 61, 55, 38, 88, 15, 16, 72, 94, 92, 50, 81, 63, 59, 68, 29, 72, 72, 50, 62, 57, 90, 54, 12, 32, 75, 59, 80, 81, 59, 47, 19, 39, 75, 47, 37, 74, 85, 62, 20, 79, 91, 19, 40, 57, 46, 94, 23, 26, 53, 99, 93, 2, 4, 94, 91, 26, 7, 100, 6, 87, 96, 96, 94, 42, 36, 61, 52, 3, 53, 43, 53, 81, 92, 4, 100, 31, 7, 61, 28, 28, 90, 77, 18, 35, 84, 45, 3, 25, 62, 21, 20, 44, 69, 97, 16, 96, 62, 84, 60, 16, 47, 44, 52, 40, 12, 9, 6, 86, 41, 4, 80, 30, 41, 77, 67, 92, 62, 86, 63, 64, 6, 46, 66, 3, 25, 56, 75, 9, 19, 98, 8, 70, 40, 90, 94, 52, 11, 3, 55, 13, 67, 83, 14, 54, 33, 14, 83, 15, 68, 27, 47, 26, 27, 45, 12, 77, 42, 43, 41, 28]"
Mi_Po_VS_001_1_01,Residenziale,52.5315144108637,136.86472256652158,41.87920100186291,1,0
Mi_Po_VS_001_1_02,Commerciale,0,0,0,1,0
Mi_Po_VS_001_2_01,Commerciale,0,0,0,2,0
Mi_Po_VS_001_2_02,Residenziale,143.29516216422428,135.18729557137144,20.787888334453285,2,0
Mi_Po_VS_001_2_03,Commerciale,0,0,0,2,0
Mi_Po_VS_001_3_01,Residenziale,52.21600596638682,287.12716062839877,22.785736452498963,3,0
Mi_Po_VS_001_3_02,Residenziale,79.30006108544802,171.8378898085854,27.481469076640465,3,0
Mi_Po_VS_001_4_01,Commerciale,0,0,0,4,0
Mi_Po_VS_001_4_02,Commerciale,0,0,0,4,0
Mi_Po_VS_001_4_03,Commerciale,0,0,0,4,0
Mi_Po_VS_001_5_01,Residenziale,191.85538387964115,171.04056519027804,21.858830395384096,5,0
Mi_Po_VS_001_5_02,Commerciale,0,0,0,5,0
Mi_Po_VS_001_5_03,Commerciale,0,0,0,5,0
Mi_Po_VS_001_condominio_00,Condominiale,0,0,0,0,"[34, 79, 79, 38, 46, 62, 50, 44, 81, 68, 18, 76, 82, 90, 77, 47, 37, 58, 67, 82, 12, 7, 9, 98, 35, 51, 35, 48, 69, 29, 59, 99, 14, 65, 21, 26, 34, 84, 17, 6, 54, 38, 22, 47, 5, 73, 86, 95, 80, 13, 25, 1, 29, 94, 93, 72, 41, 16, 23, 11, 16, 21, 13, 73, 94, 64, 59, 31, 85, 80, 54, 40, 83, 47, 1, 82, 61, 57, 60, 37, 37, 38, 45, 85, 34, 41, 76, 71, 69, 44, 24, 61, 24, 87, 30, 29, 16, 3, 23, 41, 24, 60, 7, 55, 70, 13, 5, 61, 19, 93, 72, 79, 59, 36, 12, 94, 78, 7, 1, 77, 93, 76, 98, 77, 63, 14, 83, 73, 7, 25, 54, 87, 42, 54, 22, 31, 88, 82, 84, 54, 17, 36, 37, 59, 89, 50, 35, 34, 81, 23, 61, 66, 14, 55, 50, 3, 78, 48, 92, 43, 55, 36, 30, 94, 13, 50, 20, 49, 42, 27, 13, 76, 32, 76, 14, 54, 61, 23, 37, 45, 9, 47, 81, 9, 33, 90, 46, 25, 60, 19, 5, 87, 34, 78, 16, 65, 94, 56, 67, 84, 69, 72, 48, 21, 28, 70, 63, 26, 80, 45, 50, 23, 43, 64, 74, 98, 78, 14, 88, 16, 28, 35, 7, 39, 34, 46, 1, 91, 86, 64, 78, 13, 21, 94, 17, 32, 66, 92, 29, 40, 5, 44, 43, 95, 39, 58, 74, 3, 62, 27, 50, 98, 38, 88, 31, 28, 60, 97, 15, 53, 99, 34, 70, 57, 75, 60, 65, 26, 65, 2, 100, 12, 79, 48, 27, 19, 21, 44, 20, 62, 80, 67, 7, 49, 56, 56, 54, 33, 81, 10, 19, 11, 60, 52, 85, 81, 45, 73, 56, 37, 3, 57, 30, 92, 19, 74, 77, 62, 19, 87, 55, 28, 75, 52, 42, 98, 78, 28, 49, 8, 9, 25, 17, 93, 44, 43, 57, 55, 18, 68, 65, 74, 64, 50, 46, 70, 81, 86, 65, 56, 87, 16, 71, 29, 76, 45, 63, 100, 44, 43, 71, 20, 18, 51, 96, 98, 26, 6, 88, 92, 66, 78, 15, 86, 60]"
Mi_Po_VS_002_1_01,Residenziale,119.71266415905872,327.18314734377896,26.20338220075897,1,0
Mi_Po_VS_002_1_02,Commerciale,0,0,0,1,0
Mi_Po_VS_002_1_03,Commerciale,0,0,0,1,0
Mi_Po_VS_002_2_01,Residenziale,106.37522157919963,164.85544086293265,39.60988960319696,2,0
Mi_Po_VS_002_2_02,Commerciale,0,0,0,2,0
Mi_Po_VS_002_2_03,Commerciale,0,0,0,2,0
Mi_Po_VS_002_3_01,Residenziale,180.90186777033114,234.07540065111087,46.86129075387114,3,0
Mi_Po_VS_002_3_02,Commerciale,0,0,0,3,0
Mi_Po_VS_002_4_01,Residenziale,117.49505311132799,379.9843277354026,11.453833229584284,4,0
Mi_Po_VS_002_4_02,Commerciale,0,0,0,4,0
Mi_Po_VS_002_5_01,Residenziale,148.7391521328802,388.8471150274673,40.50474687224456,5,0
Mi_Po_VS_002_5_02,Commerciale,0,0,0,5,0
Mi_Po_VS_002_5_03,Commerciale,0,0,0,5,0
Mi_Po_VS_002_condominio_00,Condominiale,0,0,0,0,"[10, 34, 51, 85, 22, 98, 57, 8, 14, 10, 69, 24, 16, 50, 78, 91, 51, 46, 8, 81, 84, 85, 77, 75, 64, 58, 64, 81, 69, 6, 22, 38, 92, 27, 37, 96, 11, 34, 15, 69, 59, 80, 7, 20, 82, 2, 86, 92, 85, 76, 41, 47, 97, 26, 100, 61, 91, 73, 83, 75, 79, 47, 46, 72, 22, 42, 41, 26, 34, 25, 37, 68, 31, 92, 52, 79, 30, 66, 49, 69, 72, 26, 10, 64, 46, 83, 60, 50, 12, 68, 44, 91, 11, 88, 18, 57, 28, 73, 15, 42, 19, 41, 35, 91, 11, 94, 82, 82, 17, 8, 11, 59, 16, 93, 42, 46, 8, 15, 40, 42, 38, 70, 89, 78, 64, 11, 77, 95, 55, 86, 48, 51, 3, 20, 38, 69, 32, 12, 41, 33, 22, 59, 26, 92, 65, 77, 30, 72, 79, 4, 92, 93, 13, 52, 88, 12, 4, 41, 2, 72, 13, 100, 87, 40, 47, 79, 24, 5, 42, 76, 27, 98, 15, 65, 3, 68, 2, 96, 99, 84, 49, 28, 60, 93, 11, 30, 50, 44, 43, 35, 60, 96, 4, 36, 81, 35, 22, 79, 81, 26, 77, 7, 31, 30, 88, 66, 78, 78, 41, 6, 30, 57, 11, 9, 2, 81, 95, 3, 74, 92, 63, 25, 63, 100, 14, 16, 41, 48, 32, 65, 42, 89, 99, 74, 99, 11, 99, 85, 99, 74, 15, 58, 35, 85, 31, 16, 8, 78, 64, 27, 61, 61, 1, 38, 14, 51, 87, 60, 37, 18, 73, 28, 76, 41, 22, 23, 91, 15, 1, 94, 44, 35, 80, 22, 80, 14, 61, 62, 85, 83, 6, 92, 50, 25, 90, 41, 34, 41, 3, 83, 10, 49, 30, 27, 4, 75, 48, 36, 7, 53, 81, 15, 8, 50, 60, 62, 31, 9, 67, 14, 6, 38, 25, 54, 21, 91, 17, 42, 48, 19, 60, 43, 13, 79, 32, 43, 3, 31, 32, 62, 22, 31, 15, 93, 69, 14, 63, 75, 60, 40, 56, 64, 41, 71, 43, 62, 32, 92, 13, 82, 78, 95, 11, 37, 71, 9, 6, 96, 45, 41, 24, 89, 71, 33, 9]"
Mi_Po_VS_003_1_01,Commerciale,0,0,0,1,0
Mi_Po_VS_003_1_02,Commerciale,0,0,0,1,0
Mi_Po_VS_003_2_01,Commerciale,0,0,0,2,0
Mi_Po_VS_003_2_02,Commerciale,0,0,0,2,0
Mi_Po_VS_003_2_03,Commerciale,0,0,0,2,0
Mi_Po_VS_003_3_01,Commerciale,0,0,0,3,0
Mi_Po_VS_003_3_02,Residenziale,180.56235427150364,179.5701348186269,20.679168327488682,3,0
Mi_Po_VS_003_4_01,Commerciale,0,0,0,4,0
Mi_Po_VS_003_4_02,Residenziale,148.34658621514959,322.59410288595814,44.59796293365242,4,0
Mi_Po_VS_003_4_03,Residenziale,66.03295058256053,157.52383808245176,49.133319855105206,4,0
Mi_Po_VS_003_condominio_00,Condominiale,0,0,0,0,"[86, 33, 87, 37, 59, 49, 72, 4, 84, 24, 80, 28, 99, 57, 82, 79, 60, 53, 80, 24, 22, 39, 90, 65, 67, 73, 82, 19, 82, 50, 31, 33, 54, 59, 28, 5, 92, 67, 72, 21, 7, 3, 95, 54, 28, 86, 33, 60, 52, 100, 10, 74, 74, 84, 22, 95, 71, 70, 32, 71, 19, 42, 72, 61, 58, 58, 20, 77, 33, 45, 26, 72, 51, 99, 39, 12, 68, 97, 77, 24, 58, 2, 55, 38, 54, 76, 93, 84, 94, 32, 61, 28, 16, 39, 31, 72, 67, 2, 6, 3, 63, 39, 34, 74, 35, 51, 95, 52, 90, 80, 2, 68, 61, 75, 7, 9, 39, 94, 93, 66, 72, 42, 14, 100, 45, 45, 41, 97, 22, 62, 63, 81, 23, 19, 29, 8, 34, 16, 55, 15, 94, 33, 9, 72, 17, 90, 84, 42, 88, 98, 96, 100, 39, 22, 51, 38, 66, 83, 44, 30, 34, 14, 46, 85, 89, 85, 85, 66, 22, 59, 45, 28, 30, 65, 3, 27, 74, 43, 22, 98, 18, 35, 12, 63, 15, 15, 13, 32, 55, 96, 67, 21, 87, 29, 94, 74, 74, 82, 6, 33, 63, 50, 41, 77, 14, 2, 3, 6, 28, 29, 77, 6, 33, 25, 4, 5, 97, 21, 49, 60, 79, 52, 4, 60, 70, 18, 53, 9, 55, 39, 25, 35, 50, 43, 5, 81, 90, 76, 86, 75, 89, 46, 84, 14, 56, 46, 31, 41, 76, 49, 59, 21, 76, 61, 14, 52, 100, 50, 70, 61, 39, 98, 37, 25, 12, 63, 77, 85, 35, 72, 95, 91, 37, 82, 29, 35, 25, 98, 44, 12, 17, 63, 90, 87, 66, 25, 97, 52, 68, 73, 34, 23, 87, 46, 96, 36, 22, 27, 25, 69, 97, 48, 16, 48, 4, 94, 95, 17, 43, 30, 46, 56, 76, 47, 38, 8, 36, 16, 6, 3, 76, 59, 49, 87, 39, 60, 8, 33, 29, 89, 39, 2, 86, 78, 25, 12, 86, 77, 99, 8, 4, 83, 32, 92, 60, 2, 83, 50, 42, 21, 33, 17, 78, 87, 12, 48, 43, 62, 25, 32, 79, 99, 44, 46, 77]"
Mi_Po_VS_004_1_01,Commerciale,0,0,0,1,0
Mi_Po_VS_004_1_02,Commerciale,0,0,0,1,0
Mi_Po_VS_004_2_01,Residenziale,50.565734681651634,199.59462984532877,44.95740761875173,2,0
Mi_Po_VS_004_2_02,Commerciale,0,0,0,2,0
Mi_Po_VS_004_3_01,Residenziale,162.0909063803193,339.2857024804851,38.99711986498494,3,0
Mi_Po_VS_004_3_02,Commerciale,0,0,0,3,0
Mi_Po_VS_004_condominio_00,Condominiale,0,0,0,0,"[64, 92, 48, 28, 4, 13, 82, 79, 30, 25, 77, 68, 35, 76, 96, 94, 10, 99, 38, 5, 42, 28, 3, 33, 43, 72, 62, 26, 53, 20, 35, 99, 75, 100, 4, 2, 82, 44, 95, 22, 29, 34, 94, 98, 1, 47, 96, 52, 17, 71, 24, 82, 70, 7, 90, 97, 68, 70, 27, 40, 69, 83, 29, 89, 7, 51, 50, 88, 99, 64, 28, 79, 65, 32, 2, 9, 43, 91, 80, 97, 75, 76, 84, 36, 9, 87, 84, 33, 66, 70, 76, 58, 77, 21, 36, 19, 65, 60, 33, 7, 90, 7, 6, 52, 38, 7, 89, 74, 75, 79, 86, 95, 97, 26, 6, 88, 53, 26, 39, 19, 89, 19, 23, 20, 86, 56, 47, 91, 68, 60, 72, 96, 64, 24, 10, 93, 76, 88, 95, 40, 76, 68, 3, 70, 35, 56, 81, 65, 28, 29, 84, 99, 31, 77, 59, 28, 83, 60, 30, 59, 6, 33, 35, 44, 27, 20, 15, 36, 21, 9, 41, 34, 21, 55, 16, 57, 36, 69, 33, 4, 78, 66, 13, 60, 33, 21, 55, 31, 49, 3, 58, 28, 77, 37, 98, 14, 87, 8, 68, 11, 7, 54, 12, 15, 27, 82, 40, 19, 73, 80, 91, 27, 48, 42, 49, 14, 39, 70, 44, 77, 75, 67, 13, 50, 2, 39, 29, 15, 92, 77, 52, 86, 5, 6, 38, 86, 75, 6, 74, 4, 10, 42, 17, 76, 41, 47, 5, 17, 2, 26, 68, 92, 47, 41, 13, 2, 43, 59, 28, 75, 78, 39, 7, 27, 44, 83, 8, 7, 23, 9, 97, 23, 31, 33, 2, 94, 43, 76, 16, 43, 18, 24, 40, 16, 45, 50, 18, 16, 16, 1, 76, 80, 64, 17, 86, 88, 24, 53, 69, 8, 65, 35, 7, 12, 45, 78, 12, 62, 23, 66, 64, 50, 11, 92, 40, 84, 81, 52, 100, 11, 84, 82, 84, 66, 73, 73, 36, 25, 91, 82, 45, 93, 24, 46, 19, 38, 8, 89, 85, 73, 69, 77, 70, 18, 58, 62, 30, 63, 32, 18, 21, 51, 34, 18, 17, 74, 86, 78, 39, 28, 92, 53, 52, 98, 11]"
Mi_Po_VS_005_1_01,Commerciale,0,0,0,1,0
Mi_Po_VS_005_1_02,Commerciale,0,0,0,1,0
Mi_Po_VS_005_2_01,Residenziale,108.58989705026266,293.6903212921935,17.602414298426005,2,0
Mi_Po_VS_005_2_02,Residenziale,114.182313798789,168.95338350641342,23.534713424671395,2,0
Mi_Po_VS_005_3_01,Commerciale,0,0,0,3,0
Mi_Po_VS_005_3_02,Commerciale,0,0,0,3,0
Mi_Po_VS_005_4_01,Commerciale,0,0,0,4,0
Mi_Po_VS_005_4_02,Residenziale,59.44182830499521,244.28516724143586,31.766924034584527,4,0
Mi_Po_VS_005_4_03,Commerciale,0,0,0,4,0
Mi_Po_VS_005_condominio_00,Condominiale,0,0,0,0,"[18, 11, 31, 77, 53, 21, 46, 28, 14, 56, 81, 15, 53, 90, 22, 32, 14, 74, 12, 17, 78, 98, 23, 82, 75, 47, 34, 1, 8, 86, 64, 11, 87, 77, 78, 41, 15, 14, 13, 63, 52, 38, 14, 94, 28, 62, 54, 73, 4, 3, 45, 37, 66, 27, 52, 45, 3, 17, 92, 95, 37, 64, 76, 93, 7, 52, 80, 17, 22, 84, 57, 77, 50, 40, 24, 56, 6, 43, 96, 52, 42, 97, 1, 77, 3, 46, 30, 89, 90, 41, 7, 54, 33, 70, 42, 7, 70, 60, 54, 74, 87, 88, 56, 48, 50, 25, 36, 65, 17, 61, 5, 68, 29, 78, 86, 59, 92, 18, 36, 44, 84, 18, 29, 51, 5, 10, 96, 98, 79, 77, 7, 55, 86, 87, 52, 94, 37, 79, 92, 70, 82, 44, 77, 31, 2, 92, 48, 21, 21, 70, 48, 62, 84, 27, 50, 3, 63, 12, 46, 48, 45, 37, 35, 28, 4, 70, 6, 54, 20, 40, 1, 57, 11, 88, 36, 46, 49, 58, 67, 100, 73, 23, 30, 33, 100, 3, 58, 54, 7, 42, 2, 81, 36, 71, 11, 86, 17, 14, 73, 72, 13, 23, 87, 1, 11, 42, 82, 76, 11, 94, 11, 36, 26, 60, 93, 95, 21, 45, 14, 64, 22, 94, 49, 61, 92, 75, 18, 50, 29, 71, 9, 92, 64, 15, 40, 28, 76, 60, 48, 3, 85, 49, 82, 42, 19, 23, 4, 1, 22, 49, 72, 3, 25, 28, 69, 46, 13, 90, 86, 87, 20, 84, 84, 93, 82, 57, 41, 41, 99, 59, 43, 14, 37, 99, 81, 29, 50, 11, 80, 56, 41, 87, 47, 59, 91, 91, 77, 66, 83, 92, 17, 9, 33, 64, 10, 34, 3, 98, 51, 92, 51, 54, 13, 53, 77, 82, 75, 52, 38, 49, 67, 8, 45, 40, 55, 23, 65, 33, 57, 70, 61, 26, 70, 95, 67, 14, 96, 51, 60, 46, 69, 22, 63, 79, 89, 100, 91, 10, 80, 95, 55, 97, 90, 74, 69, 48, 80, 30, 83, 10, 88, 64, 40, 81, 99, 90, 43, 45, 42, 66, 35, 20, 94, 72, 1]"
As_Ce_CM_001_1_01,Residenziale,108.5533282371533,310.37702387198806,42.071791124463005,1,0
As_Ce_CM_001_1_02,Residenziale,169.76650518677462,360.886214935518,38.73590851778552,1,0
As_Ce_CM_001_2_01,Commerciale,0,0,0,2,0
As_Ce_CM_001_2_02,Residenziale,195.5923776876662,222.89817057305896,42.046223809187154,2,0
As_Ce_CM_001_2_03,Residenziale,168.87658395943072,130.64095567687284,27.299644337607955,2,0
As_Ce_CM_001_3_01,Commerciale,0,0,0,3,0
As_Ce_CM_001_3_02,Commerciale,0,0,0,3,0
